TradingDay,ActionDay,ExchangeId,StockCode,StockName,UpdateTime,LastPrice,PreSettlePrice,SettlePrice,PreClosePrice,OpenPrice,LowPrice,HighPrice,ClosePrice,UpperLimitPrice,LowerLimitPrice,Volume,PreOpenInterest,TurnOver,OpenInterest,PreDelta,CurrDelta,UpdateMillisec,AveragePrice,SellPrice1,SellPrice2,SellPrice3,SellPrice4,SellPrice5,BuyPrice1,BuyPrice2,BuyPrice3,BuyPrice4,BuyPrice5,SellQuantity1,SellQuantity2,SellQuantity3,SellQuantity4,SellQuantity5,BuyQuantity1,BuyQuantity2,BuyQuantity3,BuyQuantity4,BuyQuantity5,
20240717,20240717,,cu2408,,09:52:56,78610000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51151,184424,20097543250000,178288,0,0,500,392906160,78620000,0,0,0,0,78610000,0,0,0,0,25,0,0,0,0,3,0,0,0,0,
20240717,20240717,,cu2408,,09:52:57,78610000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51173,184424,20106190350000,178303,0,0,0,392906220,78610000,0,0,0,0,78600000,0,0,0,0,19,0,0,0,0,53,0,0,0,0,
20240717,20240717,,cu2408,,09:52:57,78610000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51192,184424,20113658300000,178304,0,0,500,392906280,78620000,0,0,0,0,78610000,0,0,0,0,26,0,0,0,0,1,0,0,0,0,
20240717,20240717,,cu2408,,09:52:58,78610000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51192,184424,20113658300000,178304,0,0,500,392906280,78620000,0,0,0,0,78610000,0,0,0,0,26,0,0,0,0,4,0,0,0,0,
20240717,20240717,,cu2408,,09:52:59,78620000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51193,184424,20114051400000,178304,0,0,0,392906280,78620000,0,0,0,0,78610000,0,0,0,0,25,0,0,0,0,9,0,0,0,0,
20240717,20240717,,cu2408,,09:52:59,78620000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51193,184424,20114051400000,178304,0,0,500,392906280,78620000,0,0,0,0,78610000,0,0,0,0,24,0,0,0,0,13,0,0,0,0,
20240717,20240717,,cu2408,,09:53:00,78610000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51194,184424,20114444450000,178304,0,0,500,392906280,78620000,0,0,0,0,78610000,0,0,0,0,24,0,0,0,0,11,0,0,0,0,
20240717,20240717,,cu2408,,09:53:01,78610000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51194,184424,20114444450000,178304,0,0,0,392906280,78620000,0,0,0,0,78610000,0,0,0,0,24,0,0,0,0,3,0,0,0,0,
20240717,20240717,,cu2408,,09:53:02,78610000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51194,184424,20114444450000,178304,0,0,500,392906280,78620000,0,0,0,0,78610000,0,0,0,0,24,0,0,0,0,7,0,0,0,0,
20240717,20240717,,cu2408,,09:53:03,78610000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51194,184424,20114444450000,178304,0,0,0,392906280,78620000,0,0,0,0,78610000,0,0,0,0,24,0,0,0,0,17,0,0,0,0,
20240717,20240717,,cu2408,,09:53:04,78610000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51194,184424,20114444450000,178304,0,0,0,392906280,78620000,0,0,0,0,78610000,0,0,0,0,24,0,0,0,0,26,0,0,0,0,
20240717,20240717,,cu2408,,09:53:05,78610000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51204,184424,20118374950000,178299,0,0,0,392906310,78620000,0,0,0,0,78610000,0,0,0,0,24,0,0,0,0,16,0,0,0,0,
20240717,20240717,,cu2408,,09:53:06,78610000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51204,184424,20118374950000,178299,0,0,0,392906310,78620000,0,0,0,0,78610000,0,0,0,0,22,0,0,0,0,16,0,0,0,0,
20240717,20240717,,cu2408,,09:53:06,78610000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51204,184424,20118374950000,178299,0,0,500,392906310,78620000,0,0,0,0,78610000,0,0,0,0,22,0,0,0,0,16,0,0,0,0,
20240717,20240717,,cu2408,,09:53:07,78610000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51204,184424,20118374950000,178299,0,0,500,392906310,78620000,0,0,0,0,78610000,0,0,0,0,22,0,0,0,0,16,0,0,0,0,
20240717,20240717,,cu2408,,09:53:10,78610000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51204,184424,20118374950000,178299,0,0,0,392906310,78620000,0,0,0,0,78610000,0,0,0,0,22,0,0,0,0,16,0,0,0,0,
20240717,20240717,,cu2408,,09:53:11,78610000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51205,184424,20118768000000,178299,0,0,0,392906310,78620000,0,0,0,0,78610000,0,0,0,0,22,0,0,0,0,11,0,0,0,0,
20240717,20240717,,cu2408,,09:53:11,78610000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51205,184424,20118768000000,178299,0,0,500,392906310,78620000,0,0,0,0,78610000,0,0,0,0,22,0,0,0,0,8,0,0,0,0,
20240717,20240717,,cu2408,,09:53:12,78610000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51205,184424,20118768000000,178299,0,0,0,392906310,78620000,0,0,0,0,78610000,0,0,0,0,22,0,0,0,0,8,0,0,0,0,
20240717,20240717,,cu2408,,09:53:13,78610000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51212,184424,20121519350000,178299,0,0,0,392906330,78620000,0,0,0,0,78610000,0,0,0,0,22,0,0,0,0,1,0,0,0,0,
20240717,20240717,,cu2408,,09:53:13,78610000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51213,184424,20121912400000,178298,0,0,500,392906340,78620000,0,0,0,0,78600000,0,0,0,0,22,0,0,0,0,42,0,0,0,0,
20240717,20240717,,cu2408,,09:53:14,78610000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51213,184424,20121912400000,178298,0,0,0,392906340,78620000,0,0,0,0,78600000,0,0,0,0,22,0,0,0,0,43,0,0,0,0,
20240717,20240717,,cu2408,,09:53:16,78610000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51213,184424,20121912400000,178298,0,0,0,392906340,78620000,0,0,0,0,78600000,0,0,0,0,22,0,0,0,0,43,0,0,0,0,
20240717,20240717,,cu2408,,09:53:16,78610000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51213,184424,20121912400000,178298,0,0,500,392906340,78620000,0,0,0,0,78600000,0,0,0,0,22,0,0,0,0,43,0,0,0,0,
20240717,20240717,,cu2408,,09:53:20,78610000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51213,184424,20121912400000,178298,0,0,0,392906340,78620000,0,0,0,0,78610000,0,0,0,0,22,0,0,0,0,14,0,0,0,0,
20240717,20240717,,cu2408,,09:53:20,78610000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51214,184424,20122305450000,178297,0,0,500,392906340,78620000,0,0,0,0,78610000,0,0,0,0,22,0,0,0,0,13,0,0,0,0,
20240717,20240717,,cu2408,,09:53:21,78610000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51214,184424,20122305450000,178297,0,0,0,392906340,78620000,0,0,0,0,78610000,0,0,0,0,22,0,0,0,0,2,0,0,0,0,
20240717,20240717,,cu2408,,09:53:22,78610000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51215,184424,20122698500000,178297,0,0,0,392906340,78620000,0,0,0,0,78610000,0,0,0,0,22,0,0,0,0,12,0,0,0,0,
20240717,20240717,,cu2408,,09:53:23,78610000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51215,184424,20122698500000,178297,0,0,500,392906340,78620000,0,0,0,0,78610000,0,0,0,0,22,0,0,0,0,12,0,0,0,0,
20240717,20240717,,cu2408,,09:53:24,78620000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51228,184424,20127808800000,178284,0,0,0,392906390,78620000,0,0,0,0,78610000,0,0,0,0,9,0,0,0,0,12,0,0,0,0,
20240717,20240717,,cu2408,,09:53:24,78620000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51228,184424,20127808800000,178284,0,0,500,392906390,78620000,0,0,0,0,78610000,0,0,0,0,9,0,0,0,0,12,0,0,0,0,
20240717,20240717,,cu2408,,09:53:28,78620000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51228,184424,20127808800000,178284,0,0,0,392906390,78620000,0,0,0,0,78610000,0,0,0,0,9,0,0,0,0,12,0,0,0,0,
20240717,20240717,,cu2408,,09:53:29,78620000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51229,184424,20128201900000,178284,0,0,0,392906390,78620000,0,0,0,0,78610000,0,0,0,0,8,0,0,0,0,12,0,0,0,0,
20240717,20240717,,cu2408,,09:53:29,78620000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51229,184424,20128201900000,178284,0,0,500,392906390,78620000,0,0,0,0,78610000,0,0,0,0,9,0,0,0,0,12,0,0,0,0,
20240717,20240717,,cu2408,,09:53:30,78620000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51229,184424,20128201900000,178284,0,0,0,392906390,78620000,0,0,0,0,78610000,0,0,0,0,9,0,0,0,0,12,0,0,0,0,
20240717,20240717,,cu2408,,09:53:30,78610000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51230,184424,20128594950000,178283,0,0,500,392906400,78620000,0,0,0,0,78610000,0,0,0,0,9,0,0,0,0,11,0,0,0,0,
20240717,20240717,,cu2408,,09:53:32,78610000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51230,184424,20128594950000,178283,0,0,0,392906400,78620000,0,0,0,0,78610000,0,0,0,0,9,0,0,0,0,8,0,0,0,0,
20240717,20240717,,cu2408,,09:53:32,78610000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51230,184424,20128594950000,178283,0,0,500,392906400,78620000,0,0,0,0,78610000,0,0,0,0,9,0,0,0,0,9,0,0,0,0,
20240717,20240717,,cu2408,,09:53:33,78610000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51230,184424,20128594950000,178283,0,0,500,392906400,78620000,0,0,0,0,78610000,0,0,0,0,9,0,0,0,0,10,0,0,0,0,
20240717,20240717,,cu2408,,09:53:34,78610000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51230,184424,20128594950000,178283,0,0,0,392906400,78620000,0,0,0,0,78610000,0,0,0,0,9,0,0,0,0,9,0,0,0,0,
20240717,20240717,,cu2408,,09:53:34,78610000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51230,184424,20128594950000,178283,0,0,500,392906400,78620000,0,0,0,0,78610000,0,0,0,0,9,0,0,0,0,12,0,0,0,0,
20240717,20240717,,cu2408,,09:53:35,78610000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51231,184424,20128988000000,178282,0,0,0,392906400,78620000,0,0,0,0,78610000,0,0,0,0,9,0,0,0,0,11,0,0,0,0,
20240717,20240717,,cu2408,,09:53:35,78610000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51231,184424,20128988000000,178282,0,0,500,392906400,78620000,0,0,0,0,78610000,0,0,0,0,9,0,0,0,0,4,0,0,0,0,
20240717,20240717,,cu2408,,09:53:36,78610000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51231,184424,20128988000000,178282,0,0,0,392906400,78620000,0,0,0,0,78610000,0,0,0,0,12,0,0,0,0,4,0,0,0,0,
20240717,20240717,,cu2408,,09:53:36,78610000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51231,184424,20128988000000,178282,0,0,500,392906400,78620000,0,0,0,0,78610000,0,0,0,0,9,0,0,0,0,8,0,0,0,0,
20240717,20240717,,cu2408,,09:53:39,78610000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51231,184424,20128988000000,178282,0,0,0,392906400,78620000,0,0,0,0,78610000,0,0,0,0,9,0,0,0,0,19,0,0,0,0,
20240717,20240717,,cu2408,,09:53:39,78610000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51231,184424,20128988000000,178282,0,0,500,392906400,78620000,0,0,0,0,78610000,0,0,0,0,8,0,0,0,0,19,0,0,0,0,
20240717,20240717,,cu2408,,09:53:40,78610000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51231,184424,20128988000000,178282,0,0,0,392906400,78620000,0,0,0,0,78610000,0,0,0,0,8,0,0,0,0,19,0,0,0,0,
20240717,20240717,,cu2408,,09:53:40,78610000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51232,184424,20129381050000,178281,0,0,500,392906400,78620000,0,0,0,0,78610000,0,0,0,0,8,0,0,0,0,18,0,0,0,0,
20240717,20240717,,cu2408,,09:53:41,78610000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51232,184424,20129381050000,178281,0,0,500,392906400,78620000,0,0,0,0,78610000,0,0,0,0,9,0,0,0,0,18,0,0,0,0,
20240717,20240717,,cu2408,,09:53:42,78610000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51232,184424,20129381050000,178281,0,0,500,392906400,78620000,0,0,0,0,78610000,0,0,0,0,9,0,0,0,0,18,0,0,0,0,
20240717,20240717,,cu2408,,09:53:45,78610000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51232,184424,20129381050000,178281,0,0,500,392906400,78620000,0,0,0,0,78610000,0,0,0,0,9,0,0,0,0,15,0,0,0,0,
20240717,20240717,,cu2408,,09:53:46,78610000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51232,184424,20129381050000,178281,0,0,0,392906400,78620000,0,0,0,0,78610000,0,0,0,0,9,0,0,0,0,15,0,0,0,0,
20240717,20240717,,cu2408,,09:53:47,78610000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51232,184424,20129381050000,178281,0,0,0,392906400,78620000,0,0,0,0,78610000,0,0,0,0,9,0,0,0,0,10,0,0,0,0,
20240717,20240717,,cu2408,,09:53:47,78610000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51232,184424,20129381050000,178281,0,0,500,392906400,78620000,0,0,0,0,78610000,0,0,0,0,9,0,0,0,0,6,0,0,0,0,
20240717,20240717,,cu2408,,09:53:48,78610000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51232,184424,20129381050000,178281,0,0,0,392906400,78620000,0,0,0,0,78610000,0,0,0,0,9,0,0,0,0,4,0,0,0,0,
20240717,20240717,,cu2408,,09:53:48,78610000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51232,184424,20129381050000,178281,0,0,500,392906400,78620000,0,0,0,0,78610000,0,0,0,0,9,0,0,0,0,29,0,0,0,0,
20240717,20240717,,cu2408,,09:53:49,78620000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51240,184424,20132525850000,178275,0,0,500,392906430,78630000,0,0,0,0,78620000,0,0,0,0,42,0,0,0,0,12,0,0,0,0,
20240717,20240717,,cu2408,,09:53:50,78620000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51240,184424,20132525850000,178275,0,0,0,392906430,78630000,0,0,0,0,78620000,0,0,0,0,27,0,0,0,0,13,0,0,0,0,
20240717,20240717,,cu2408,,09:53:50,78620000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51241,184424,20132918950000,178274,0,0,500,392906440,78630000,0,0,0,0,78620000,0,0,0,0,23,0,0,0,0,12,0,0,0,0,
20240717,20240717,,cu2408,,09:53:51,78620000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51241,184424,20132918950000,178274,0,0,0,392906440,78630000,0,0,0,0,78620000,0,0,0,0,23,0,0,0,0,12,0,0,0,0,
20240717,20240717,,cu2408,,09:53:51,78630000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51242,184424,20133312100000,178274,0,0,500,392906440,78630000,0,0,0,0,78620000,0,0,0,0,22,0,0,0,0,12,0,0,0,0,
20240717,20240717,,cu2408,,09:53:52,78630000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51242,184424,20133312100000,178274,0,0,0,392906440,78630000,0,0,0,0,78620000,0,0,0,0,22,0,0,0,0,12,0,0,0,0,
20240717,20240717,,cu2408,,09:53:53,78630000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51242,184424,20133312100000,178274,0,0,500,392906440,78630000,0,0,0,0,78620000,0,0,0,0,22,0,0,0,0,12,0,0,0,0,
20240717,20240717,,cu2408,,09:53:54,78630000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51242,184424,20133312100000,178274,0,0,500,392906440,78630000,0,0,0,0,78620000,0,0,0,0,22,0,0,0,0,13,0,0,0,0,
20240717,20240717,,cu2408,,09:53:55,78630000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51242,184424,20133312100000,178274,0,0,0,392906440,78630000,0,0,0,0,78620000,0,0,0,0,23,0,0,0,0,13,0,0,0,0,
20240717,20240717,,cu2408,,09:53:55,78630000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51242,184424,20133312100000,178274,0,0,500,392906440,78630000,0,0,0,0,78620000,0,0,0,0,24,0,0,0,0,13,0,0,0,0,
20240717,20240717,,cu2408,,09:53:56,78630000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51242,184424,20133312100000,178274,0,0,500,392906440,78630000,0,0,0,0,78620000,0,0,0,0,25,0,0,0,0,13,0,0,0,0,
20240717,20240717,,cu2408,,09:53:57,78630000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51242,184424,20133312100000,178274,0,0,0,392906440,78630000,0,0,0,0,78620000,0,0,0,0,25,0,0,0,0,13,0,0,0,0,
20240717,20240717,,cu2408,,09:53:58,78630000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51248,184424,20135671000000,178274,0,0,0,392906470,78630000,0,0,0,0,78620000,0,0,0,0,18,0,0,0,0,13,0,0,0,0,
20240717,20240717,,cu2408,,09:53:58,78630000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51248,184424,20135671000000,178274,0,0,500,392906470,78630000,0,0,0,0,78620000,0,0,0,0,18,0,0,0,0,13,0,0,0,0,
20240717,20240717,,cu2408,,09:53:59,78630000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51248,184424,20135671000000,178274,0,0,500,392906470,78630000,0,0,0,0,78620000,0,0,0,0,19,0,0,0,0,13,0,0,0,0,
20240717,20240717,,cu2408,,09:54:00,78630000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51248,184424,20135671000000,178274,0,0,0,392906470,78630000,0,0,0,0,78620000,0,0,0,0,20,0,0,0,0,13,0,0,0,0,
20240717,20240717,,cu2408,,09:54:00,78620000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51250,184424,20136457250000,178273,0,0,500,392906480,78630000,0,0,0,0,78620000,0,0,0,0,19,0,0,0,0,11,0,0,0,0,
20240717,20240717,,cu2408,,09:54:02,78620000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51250,184424,20136457250000,178273,0,0,0,392906480,78630000,0,0,0,0,78620000,0,0,0,0,19,0,0,0,0,11,0,0,0,0,
20240717,20240717,,cu2408,,09:54:02,78620000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51250,184424,20136457250000,178273,0,0,500,392906480,78630000,0,0,0,0,78620000,0,0,0,0,19,0,0,0,0,11,0,0,0,0,
20240717,20240717,,cu2408,,09:54:03,78620000,79360000,0,79280000,78730000,78280000,78850000,0,84910000,73800000,51250,184424,20136457250000,178273,0,0,0,392906480,78630000,0,0,0,0,78620000,0,0,0,0,19,0,0,0,0,13,0,0,0,0,
